UniProt	GeneName
A0A0J9YXY3	TRBV6-2
A0A1B0GX49	TRBV6-4
A0A0B4J271	TRAV12-3
A0A0A6YYG3	TRBV6-8
A0A0B4J235	TRAV13-2
A0A1B0GX31	TRBV7-6
A0A0K0K1E9	TRBV7-7
A0A0K0K1C4	TRBV27
A0A5B6	TRBV28
A0A0K0K1G6	TRBV10-3
A0A0K0K1C0	TRBV11-1
A0A584	TRBV11-2
A0A075B6N2	TRBV20-1
Q5SRE7	PHYHD1
P0C851	PIRT
Q9GZU8	FAM192A
Q9NTG1	PKDREJ
Q7Z736	PLEKHH3
Q9Y2H5	PLEKHA6
A8MQ11	PMS2P5
Q13670	PMS2P11
Q68D20	PMS2CL
P63128	ERVK-9
Q8N819	PPM1N
A3QJZ6	PRAMEF22
Q5JSZ5	PRRC2B
Q00LT1	PRCD
Q5TYX0	PRAMEF5
Q5VWM5	PRAMEF9
Q9ULM0	PLEKHH1
Q8WY50	PLAC4
A6NEE1	PLEKHD1
O43688	PLPP2
Q8NBV4	PLPP7
Q8TBY8	PMFBP1
A0A0J9YXQ4	PNMA6E
Q9ULN7	PNMA8B
A0A1B0GUJ8	PNMA8C
Q5SXH7	PLEKHS1
Q9ULL1	PLEKHG1
Q7Z6Z6	PNPLA5
Q86V59	PNMA8A
Q9P215	POGK
P0DPQ3	PRR20G
A6NEV1	PRR23A
Q6ZRT6	PRR23B
Q6ZRP0	PRR23C
H0Y7S4	PRAMEF26
Q5SWL8	PRAMEF19
Q5VXH5	PRAMEF7
Q96I23	PYURF
P57071	PRDM15
Q86SH4	PRNT
E7EW31	PROB1
A6NKN8	PCP4L1
Q9UN66	PCDHB8
Q9Y5F2	PCDHB11
Q9Y5F1	PCDHB12
Q9Y5F0	PCDHB13
Q9Y5E9	PCDHB14
Q9Y5H9	PCDHA2
Q9Y5G7	PCDHGA6
Q9Y5F3	PCDHB1
Q9Y5H3	PCDHGA10
Q9Y5E5	PCDHB4
Q9Y5G3	PCDHGB1
Q9Y5E2	PCDHB7
Q8NI37	PPTC7
Q8TAP8	PPP1R35
A6NGN4	PRAMEF25
P02812	PRB2
Q04118	PRB3
P10163	PRB4
O95521	PRAMEF1
Q5VWM4	PRAMEF8
Q13278	RIG
Q8N7G0	POU5F2
O95685	PPP1R3D
A3QJZ7	PRAMEF27
O60813	PRAMEF11
Q5VTA0	PRAMEF17
Q9BU68	PRR15L
O95744	PMS2P2
Q96PV4	PNMA5
Q8TF01	PNISR
Q7Z5V6	PPP1R32
Q8N8J0	PI4KAP1
Q92561	PHYHIP
Q9GZP4	PITHD1
Q96PX9	PLEKHG4B
Q9Y3B1	PRELID3B
A8MXV4	NUDT19
Q6V1P9	DCHS2
Q9Y5H8	PCDHA3
Q9Y5H1	PCDHGA2
Q9Y5G4	PCDHGA9
Q8NBM8	PCYOX1L
O15428	PIN1P1
A2A3N6	PIPSL
Q8TD55	PLEKHO2
Q63HM9	PLCXD3
P22103	null
A6NNX1	RIIAD1
Q32ZL2	PLPPR5
Q9UKJ0	PILRB
Q9H628	RERGL
Q0VAA5	PLCXD2
Q96S52	PIGS
Q9NW61	PLEKHJ1
Q6ZV29	PNPLA7
Q96HM7	PCED1B
Q6WBX8	RAD9B
Q9BX93	PLA2G12B
Q96FC7	PHYHIPL
Q9H0N5	PCBD2
Q9UMS5	PHTF1
Q3MUY2	PIGY
Q8N3S3	PHTF2
Q9H720	CWH43
Q9Y5P3	RAI2
A6NC62	RBAKDN
A6NFU8	PGPEP1L
P61574	HERVK_113
Q7Z4M0	REC114
A4QPH2	PI4KAP2
Q86WI1	PKHD1L1
Q9H875	PRKRIP1
Q15195	PLGLA
Q02325	PLGLB1
Q9UPR0	PLCL2
A8MT19	RHPN2P1
A6NNM3	RIMBP3B
Q0D2K3	RIPPLY1
Q6ZS11	RINL
Q9Y3A4	RRP7A
Q8IXN7	RIMKLA
Q8NC74	RBBP8NL
P61571	ERVK-21
Q86VR2	RETREG3
Q9Y644	RFNG
Q2TAL8	QRICH1
Q8NBN7	RDH13
P61573	ERVK-9
Q9P260	RELCH
Q8TAC1	RFESD
Q2KHR2	RFX7
Q8N431	RASGEF1C
Q6ZWI9	RFPL4B
A5PLK6	RGSL1
O75677	RFPL1
Q8N443	RIBC1
A6NJZ7	RIMBP3C
Q9UFD9	RIMBP3
Q9Y5G0	PCDHGB5
Q9Y5F9	PCDHGB6
Q9Y5F8	PCDHGB7
Q9Y5I4	PCDHAC2
Q9Y5H4	PCDHGA1
Q8N165	PDIK1L
P0CB38	PABPC4L
Q8N7B6	PACRGL
Q5JUK9	PAGE3
Q6TCH4	PAQR6
Q9Y5I2	PCDHA10
Q9Y5G8	PCDHGA5
Q9Y5E7	PCDHB2
Q8N3A8	PARP8
Q9H6A9	PCNX3
Q6P3X8	PGBD2
Q8N414	PGBD5
Q9NVE7	PANK4
P0C8F1	PATE4
E2RYF7	HCG22
Q9Y5E1	PCDHB9
Q9Y5I3	PCDHA1
Q9Y5I0	PCDHA13
Q6P996	PDXDC1
Q9Y5H6	PCDHA8
Q9Y5E3	PCDHB6
Q9H1Q7	PCED1A
Q96DM1	PGBD4
O60330	PCDHGA12
A8MUH7	PDZK1P1
Q8N6C7	MIR7-3HG
Q6P474	PDXDC2P
Q9BVG4	PBDC1
Q9Y5F6	PCDHGC5
Q9Y5E8	PCDHB15
Q96TA0	PCDHB18P
Q3KNV8	PCGF3
Q8IXQ8	PDZD9
A0A096LP55	UQCRHL
Q5T6V5	C9orf64
Q9BQ04	RBM4B
Q8WUD1	RAB2B
P42696	RBM34
Q96IZ5	RBM41
Q9BTD8	RBM42
Q2KHR3	QSER1
Q8WXH6	RAB40A
P0DJD4	RBMY1C
Q8N0Z8	PUSL1
Q9H0J4	QRICH2
Q59GN2	RPL39P5
Q09MP3	RAD51AP2
Q5JT25	RAB41
Q8N4Z0	RAB42
Q9UQG0	ERVK-11
Q9BXR3	ERVK-6
Q8IXY8	PPIL6
P86478	PRR20E
Q5VWM6	PRAMEF13
O60810	PRAMEF4
Q5THK1	PRR14L
O14957	UQCR11
Q92901	RPL3L
A4D1S5	RAB19
Q9H5N1	RABEP2
Q9P1G2	RBM12B-AS1
Q6ZMN7	PDZRN4
Q8IZP6	RNF113B
Q53S08	RAB6D
Q7Z6P3	RAB44
Q6NSI4	RADX
Q8IXT5	RBM12B
Q9NUJ7	PLCXD1
Q5JR12	PPM1J
Q9UN72	PCDHA7
Q9Y5G6	PCDHGA7
Q9Y5E4	PCDHB5
A6NKB5	PCNX2
Q63HM2	PCNX4
Q5HYI8	RABL3
Q86SE5	RALYL
Q9UN67	PCDHB10
Q9UN71	PCDHGB4
Q9UN74	PCDHA4
Q86SE9	PCGF5
Q9Y5G5	PCDHGA8
Q9Y5H2	PCDHGA11
Q58A44	PCOTH
Q9UPV7	PHF24
Q6NSJ2	PHLDB3
A0A0B4J2F0	PIGBOS1
C9JFL3	PHGR1
Q8WWB5	PIH1D2
Q8TBF5	PIGX
A6NC86	PINLYP
A1L390	PLEKHG3
Q5SV97	PERM1
B3GLJ2	PATE3
Q9UN73	PCDHA6
Q9H158	PCDHAC1
Q9Y5H5	PCDHA9
Q9Y5E6	PCDHB3
Q9Y5G2	PCDHGB2
Q9Y5G1	PCDHGB3
Q9NV79	PCMTD2
Q8N807	PDILT
Q6ZS72	PEAK3
Q8NDH3	NPEPL1
Q96M43	NBPF4
Q86XG9	NBPF5P
Q9HCH0	NCKAP5L
I0J062	PANO1
Q9Y5F7	PCDHGC4
Q9NRJ7	PCDHB16
Q9Y5H7	PCDHA5
Q8IVA1	PCP2
Q8IZJ4	RGL4
P0DJD0	RGPD1
A6NLU0	RFPL4A
Q14CB8	ARHGAP19
Q9P227	ARHGAP23
Q6ZUM4	ARHGAP27
Q9ULI2	RIMKLB
P61576	HERV-K104
P0DJH9	RD3L
Q6NUM9	RETSAT
P0C7P2	RFPL3S
Q52LD8	RFTN2
F8VTS6	RFPL4AL1
Q86X27	RALGPS2
Q9BWJ2	RHPN1-AS1
Q9H4K1	RIBC2
Q8N9B8	RASGEF1A
Q9C0H5	ARHGAP39
Q2PPJ7	RALGAPA2
Q99666	RGPD5
P58872	RHBDL3
Q5TG30	ARHGAP40
Q6ZV50	RFX8
P42331	ARHGAP25
Q9HBH5	RDH14
Q96IC2	REXO5
P0DJD1	RGPD2
Q9P2N2	ARHGAP28
Q7Z6I6	ARHGAP30
Q8N1G1	REXO1
Q3MIN7	RGL3
O75678	RFPL2
O14715	RGPD8
Q2M5E4	RGS21
P0C7M4	RHOXF2B
Q9P2K3	RCOR3
A6NKT7	RGPD3
Q7Z3J3	RGPD4
O75783	RHBDL1
Q5TAB7	RIPPLY2
Q96MK2	RIPOR3
Q5JNZ5	RPS26P11
O15034	RIMBP2
Q9H079	KATNBL1
P60985	KRTDAP
Q96EK9	KTI12
A6NM11	LRRC37A2
O60309	LRRC37A3
P43627	KIR2DL2
Q8N109	KIR2DL5A
Q8NHK3	KIR2DL5B
P43631	KIR2DS2
Q14952	KIR2DS3
Q14953	KIR2DS5
P11801	PSKH1
Q3SY46	KRTAP13-3
Q3LI77	KRTAP13-4
Q3LI76	KRTAP15-1
Q07627	KRTAP1-1
Q71F78	LCA10
Q6JVE5	LCN12
Q5T5B0	LCE3E
Q5TA78	LCE4A
Q8IUC1	KRTAP11-1
Q9BYQ6	KRTAP4-11
P26371	KRTAP5-9
Q3LI64	KRTAP6-1
Q9BYQ3	KRTAP9-3
Q3LI63	KRTAP20-1
A8MVA2	KRTAP9-6
Q9BYR6	KRTAP3-3
Q3LI83	KRTAP24-1
Q6PEX3	KRTAP26-1
Q9BYQ7	KRTAP4-1
P60369	KRTAP10-3
P60014	KRTAP10-10
P60412	KRTAP10-11
P01597	IGKV1-39
A0A075B6P5	IGKV2-28
A2NJV5	IGKV2-29
A0A0C4DH55	IGKV3D-7
P04433	IGKV3-11
P01624	IGKV3-15
A0A075B6S4	IGKV1D-17
P01602	IGKV1-5
P01614	IGKV2D-40
Q6ZV70	LANCL3
A0A183	LCE6A
Q7Z7F0	KHDC4
Q96FN5	KIF12
Q14943	KIR3DS1
Q2TAC6	KIF19
B7ZC32	KIF28P
Q3LI66	KRTAP6-2
Q3LI67	KRTAP6-3
Q3LI72	KRTAP19-5
Q9BYQ4	KRTAP9-2
P0C7H8	KRTAP2-3
Q9BYR8	KRTAP3-1
Q9BYR7	KRTAP3-2
Q9BYR5	KRTAP4-2
Q9BYR3	KRTAP4-4
Q5JUW0	KRBOX4
Q9NPI7	KRCC1
Q96QS6	PSKH2
Q3LI81	KRTAP27-1
Q8IUC0	KRTAP13-1
Q6L8G8	KRTAP5-7
Q9BYS1	KRTAP1-5
Q9BYT5	KRTAP2-2
Q3LI54	KRTAP19-8
Q3MIV0	KRTAP22-1
Q3LHN0	KRTAP25-1
Q6ZNG9	KRBA2
P60370	KRTAP10-5
Q107X0	KLKP1
Q96S38	RPS6KC1
Q96FF7	MISP3
A8MYZ0	MINDY4B
A0A0C4DH68	IGKV2-24
P01611	IGKV1D-12
A0A0B4J2D9	IGKV1D-13
A0A087WSY6	IGKV3D-15
P04432	IGKV1D-39
A0A087WSZ0	IGKV1D-8
A0A0A0MRZ8	IGKV3D-11
A0A075B6S6	IGKV2D-30
P01593	IGKV1D-33
A0A0C4DH72	IGKV1-6
A0A0C4DH67	IGKV1-8
A0A0B4J1Z2	IGKV1D-43
P04430	IGKV1-16
P01599	IGKV1-17
A0A075B6S5	IGKV1-27
Q8MH63	SLC7A5P1
Q9BU76	MMTAG2
A6PVL3	KNCN
Q1ED39	KNOP1
A8MX34	KRTAP29-1
Q52LG2	KRTAP13-2
Q6L8G9	KRTAP5-6
A8MUX0	KRTAP16-1
Q8IUC2	KRTAP8-1
Q9BYU5	KRTAP2-1
Q3SYF9	KRTAP19-7
Q9BYQ2	KRTAP9-4
A8MTY7	KRTAP9-7
Q3LI59	KRTAP21-2
Q49AS3	LRRC37A5P
Q9Y6C7	LINC00312
Q5T751	LCE1C
O14633	LCE2B
Q5TA81	LCE2C
Q6ZRQ5	MMS22L
Q96B70	LENG9
O95214	LEPROTL1
O15037	KHNYN
Q6L8G5	KRTAP5-10
Q8IUB9	KRTAP19-1
Q3LHN2	KRTAP19-2
Q7Z4W3	KRTAP19-3
Q3LI73	KRTAP19-4
Q3LI70	KRTAP19-6
Q6L8H4	KRTAP5-1
Q701N4	KRTAP5-2
Q701N2	KRTAP5-5
P60371	KRTAP10-6
P60409	KRTAP10-7
P60410	KRTAP10-8
P01594	IGKV1-33
P01601	IGKV1D-16
A0A0C4DH25	IGKV3D-20
A0A0A0MRZ7	IGKV2D-26
P01615	IGKV2D-28
A0A075B6S2	IGKV2D-29
Q659C4	LARP1B
Q9BQE6	LBHD1
A0A0U1RRK4	LBHD2
Q9BYE3	LCE3D
Q5JSQ8	KHDC1L
Q14954	KIR2DS1
Q9Y6Z4	KIF25-AS1
Q8N7Y1	KIRREL3-AS3
Q8TBQ9	TMEM167A
Q9NVR0	KLHL11
Q6TDP4	KLHL17
O94889	KLHL18
Q8NBE8	KLHL23
A4D1S0	KLRG2
Q9P2G9	KLHL8
Q3LI60	KRTAP20-3
Q3LI68	KRTAP22-2
Q9NRX6	TMEM167B
Q6JEL2	KLHL10
Q9P2N7	KLHL13
Q9P2G3	KLHL14
Q9H0H3	KLHL25
Q9P2J3	KLHL9
Q5SVS4	SLC25A30
Q76NI1	KNDC1
Q5T749	KPRP
Q96LZ2	MAGEB10
Q9NQG1	MANBAL
A6NHS7	MANSC4
Q6ZNC8	MBOAT1
P0C7V9	METTL15P1
Q9BVI4	NOC4L
Q9Y3C1	NOP16
Q8N6Q8	METTL25
A8MW99	MEI4
O95157	NXPH3
Q6ZVC0	NYAP1
Q9P242	NYAP2
B2RN74	OR11H12
Q8NGS4	OR13F1
Q8NHV5	MOSMO
Q5VZ52	MORN5
Q8NGT7	OR2A12
A6NM03	OR2AG2
Q8NG76	OR2T33
Q8NGX1	OR2T34
Q6IF82	OR4A47
A6NMZ5	OR4C45
Q8NGB8	OR4F15
Q8NH63	OR51H1
A6NMU1	OR52A4P
Q8NGK2	OR52B4
Q8NGJ4	OR52E2
Q8NH67	OR52I2
Q8NH60	OR52J3
Q8NGF1	OR52R1
Q6IF63	OR52W1
P0C646	OR52Z1
Q8NGH5	OR56A1
Q8NH54	OR56A3
Q8NGH8	OR56A4
Q8NH89	OR5AK3P
P0C617	OR5AL1
Q8NGC0	OR5AU1
A6NDH6	OR5H15
A6NCV1	OR6C74
A6NM76	OR6C76
O15442	MPPED1
Q96T17	MAP7D2
A4D2B0	MBLAC1
P59942	MCCD1
Q8N6F8	METTL27
Q86XE3	MICU3
Q9H1B4	NXF5
Q8N323	NXPE1
Q96DL1	NXPE2
Q70IA8	MOB3C
Q9NPJ8	NXT2
Q8NGE3	OR10P1
Q8NGQ4	OR10Q1
Q8NGX6	OR10R2
Q8NGN2	OR10S1
Q8NGY0	OR10X1
Q8NGY1	OR10Z1
Q9GZK7	OR11A1
Q8NGS5	OR13C4
Q8NGS8	OR13C5
Q8NH95	OR13C6P
Q8NGZ3	OR13G1
Q8NGT2	OR13J1
Q96R54	OR14A2
Q8NHC5	OR14A16
Q8NHC7	OR14C36
A6ND48	OR14I1
Q9NRJ1	C8orf17
Q7RTY0	SLC16A13
Q96R47	OR2A14
A6NHM9	MOXD2P
Q8NGE2	OR2AP1
Q8NH64	OR51A7
Q3KP22	MAJIN
A0A1B0GVZ6	MBD3L2B
Q6Q8B3	CD200R1L
Q86XA0	METTL23
Q96IZ6	METTL2A
A6BM72	MEGF11
O75095	MEGF6
Q9H7Z3	NRDE2
Q7Z3K6	MIER3
Q5VWP3	MLIP
Q13434	MKRN4P
Q149M9	NWD1
Q5VZ03	NXNL2
Q6UWF7	NXPE4
O95156	NXPH2
Q6NXP6	NOXRED1
Q6IF99	OR10K2
Q8NG94	OR11H1
P58182	OR12D2
Q9UGF7	OR12D3
Q8NGS9	OR13C2
Q8NHC6	OR14L1P
Q9BQD1	PMCHL2
Q86V88	MDP1
Q6NVV0	MKRN9P
H3BPM6	MKRN2OS
Q6ZW33	MICALCL
Q5U623	ATF7IP2
A1A4G5	LNP1
Q9H756	LRRC19
Q96QE4	LRRC37B
A4D1F6	LRRD1
Q9C099	LRRCC1
Q9Y4W2	LAS1L
Q96PV6	LENG8
Q8IVB5	LIX1L
Q96KR4	LMLN
Q8N9Z9	LMNTD1
Q8IXW0	LMNTD2
Q16609	LPAL2
A6NIK2	LRRC10B
A6NHZ5	LRRC14B
O75427	LRCH4
Q5SZI1	LDLRAD2
A6NM36	LRRC30
Q8N1G4	LRRC47
Q8IZ02	LRRC34
Q96DD0	LRRC39
A4QPB2	LRP5L
A0A075B6J6	IGLV3-22
A0A075B6J1	IGLV5-37
A0A0A0MRZ9	IGLV5-52
P01703	IGLV1-40
E2RYF6	MUC22
Q9H195	MUC3B
Q6ZUX7	LHFPL2
P0CW20	LIMS4
Q8NC56	LEMD2
Q2VYF4	LETM2
A0A0A0MT76	IGLJ1
Q96BZ8	LENG1
Q7Z5P9	MUC19
P0C6S8	LINGO3
Q9Y234	LIPT1
Q8N6C8	LILRA3
Q6ZQX7	LIAT1
Q9H400	LIME1
Q6UY18	LINGO4
A0A1B0GTW7	LMLN2
Q17RR3	PNLIPRP3
Q5VXJ0	LIPK
Q8TD35	LKAAEAR1
O75019	LILRA1
Q1L5Z9	LONRF2
Q8TAF5	FLVCR1-AS1
Q86X40	LRRC28
Q05C16	LRRC63
Q8N8F7	LSMEM1
Q6IPT4	CYB5RL
Q86UP9	LHFPL3
Q9BU23	LMF2
Q15345	LRRC41
Q7Z2Q7	LRRC70
Q5JTD7	LRRC73
Q8IUZ0	LRRC49
A6PVS8	LRRIQ3
A6NM62	LRRC53
Q8N112	LSMEM2
P01709	IGLV2-8
Q96S90	LYSMD1
Q96QH8	SPACA5
Q8N8E1	MAPKAPK5-AS1
Q13021	MALL
Q96FV0	LRRC46
Q9NT99	LRRC4B
A6NIV6	LRRIQ4
Q8N6Y2	LRRC17
Q6UWN5	LYPD5
Q96DS6	MS4A6E
Q8TD91	MAGEC3
Q14657	LAGE3
Q9UNZ5	C19orf53
Q9Y383	LUC7L2
Q5TA82	LCE2D
Q8WX39	LCN9
Q9Y5L5	LENEP
Q3B8N2	LGALS9B
Q15048	LRRC14
P01717	IGLV3-25
A0A075B6K5	IGLV3-9
Q86TE4	LUZP2
A0A0B4J1U3	IGLV1-36
P01700	IGLV1-47
A0A075B6K2	IGLV3-12
A0A075B6K0	IGLV3-16
P0DM35	MT1HL1
Q9HAY2	MAGEF1
Q9NVZ3	NECAP2
Q96PG2	MS4A10
Q17RB8	LONRF1
Q496Y0	LONRF3
A6NCL2	LRCOL1
Q538Z0	LUZP6
P01704	IGLV2-14
Q6UXB3	LYPD2
Q8N3F0	MTURN
A8MZ59	LEUTX
Q8NI32	LYPD6B
Q8TCA0	LRRC20
Q96CX6	LRRC58
Q6ZQY2	LRRC74B
Q9P244	LRFN1
Q68CR7	LRRC66
Q8N4P6	LRRC71
A6NJI9	LRRC72
Q6ZRR7	LRRC9
Q8N967	LRTM2
P01718	IGLV3-27
Q86V48	LUZP1
A0A087WSX0	IGLV5-45
P04211	IGLV7-43
A0A075B6I0	IGLV8-61
A8MSI8	LYRM9
Q6UX82	LYPD8
Q8IYB1	MB21D2
O60476	MAN1A2
F2Z398	LMO7DN
Q8WV35	LRRC29
Q96CN5	LRRC45
Q96M69	LRGUK
Q9BTN0	LRFN3
Q9HBL6	LRTM1
Q6ZS30	NBEAL1
Q8IV03	LURAP1L
A0A075B6I4	IGLV10-54
Q8WZ33	MAFIP
Q9BZ81	MAGEB5
P43359	MAGEA5
Q6UWM7	LCTL
Q6JVE6	LCN10
Q6ZMV7	LEKR1
Q5HYI7	MTX3
Q8N456	LRRC18
Q9H2I8	LRMDA
Q8IYG6	LRRC56
Q8N9N7	LRRC57
Q5VUJ6	LRCH2
Q9BX40	LSM14B
P80748	IGLV3-21
A0A075B6I1	IGLV4-60
A0A075B6H9	IGLV4-69
P01721	IGLV6-57
P01699	IGLV1-44
A0A0B4J1Y8	IGLV9-49
Q9NU23	LYRM2
Q16048	PMCHL1
A6NG13	MGAT4D
P0DMT0	MRLN
Q9BRT6	LLPH
Q68DH5	LMBRD2
Q53EV4	LRRC23
Q9BV99	LRRC61
Q8N309	LRRC43
Q9BYS8	LRRC2
Q8ND94	LRRN4CL
Q9BY71	LRRC3
Q1X8D7	LRRC36
O75325	LRRN2
Q96II8	LRCH3
A6NDA9	LRIT2
Q9Y546	LRRC42
Q6ZNQ3	LRRC69
Q5T3J3	LRIF1
Q8TDW0	LRRC8C
Q9BRA0	NAA38
Q96LR2	LURAP1
A0A075B6K6	IGLV4-3
A0A0G2JS06	IGLV5-39
A0A075B6I9	IGLV7-46
P01701	IGLV1-51
Q7Z3D4	LYSMD3
Q5XG99	LYSMD4
H3BQJ8	LY6L
Q7Z4W2	LYZL2
Q8TC57	M1AP
P01715	IGLV3-1
A0A075B6K4	IGLV3-10
Q8N1E2	LYG1
Q9H9H5	MAP6D1
O15481	MAGEB4
Q8N7X4	MAGEB6
Q96M61	MAGEB18
Q7Z304	MAMDC2
Q86YW9	MED12L
Q5I0G3	MDH1B
Q9P086	MED11
Q643R3	LPCAT4
Q0VAA2	LRRC74A
Q8NAA5	LRRC75A
Q86VZ4	LRP11
Q96JM4	LRRIQ1
Q5BKY1	LRRC10
P62312	LSM6
Q8IV50	LYSMD2
Q8WZA0	LZIC
Q9NXJ0	MS4A12
Q5J8X5	MS4A13
Q50LG9	LRRC24
Q2VPJ9	LRRC75B
Q9C0I9	LRRC27
Q5T700	LDLRAD1
Q6UY01	LRRC31
A6NJW4	LRRC3C
Q9P2V4	LRIT1
Q9H9A6	LRRC40
Q8WUT4	LRRN4
Q0VGL1	LAMTOR4
Q5SQ64	LY6G6F
P01714	IGLV3-19
A6NDP7	MYADML2
Q9BXY0	MAK16
A8MXT2	MAGEB17
Q8NHZ7	MBD3L2
Q9BUT9	MCRIP2
A0A1B0GVS7	MDFIC2
Q6UWQ5	LYZL1
P0DP75	MED14OS
Q9BY19	MS4A8
Q96DN6	MBD6
A6NE82	MBD3L3
Q4G0Z9	MCMDC2
Q8N5U1	MS4A15
Q3C1V0	MS4A18
Q3KQU3	MAP7D1
A2A368	MAGEB16
Q8N987	NECAB1
P01706	IGLV2-11
P01705	IGLV2-23
Q96PG1	MS4A4E
Q9H8J5	MANSC1
Q9H6Y5	MAGIX
Q05BQ5	MBTD1
A6NDZ8	MBD3L4
Q8TD90	MAGEE2
Q9Y4F3	MARF1
Q68D91	MBLAC2
A6NGY5	OR51F1
Q9H343	OR51I1
Q9H344	OR51I2
Q9H341	OR51M1
Q9UKL2	OR52A1
Q96RD2	OR52B2
Q8NH55	OR52E5
Q6IFG1	OR52E8
Q8NH53	OR52N1
P0C7T3	OR56A5
Q8NGI3	OR56B1
Q8N127	OR5AS1
A6NCE7	MAP1LC3B2
A6NJZ3	OR6C65
A6NDL8	OR6C68
A6NIJ9	OR6C70
Q6IF36	OR8G2P
Q9Y530	OARD1
Q86SM5	MRGPRG
Q96LB0	MRGPRX3
Q96LA9	MRGPRX4
Q7Z745	MROH2B
Q68CQ1	MROH7
Q9H579	MROH8
Q6ZTZ1	MSANTD1
Q6P1R3	MSANTD2
Q8NCY6	MSANTD4
Q2TV78	MST1L
Q8IVN3	MUSTN1
A1L3X4	MT1DP
Q5VZV1	METTL21C
Q9H903	MTHFD2L
Q68BL8	OLFML2B
Q6GPH6	ITPRIPL1
Q8NA54	IQUB
A6NCM1	IQCA1L
Q4KMZ1	IQCC
Q6IPM2	IQCE
Q8N6M8	IQCF1
Q1A5X6	IQCJ
Q8N0W5	IQCK
A0A1B0GVH7	IQCM
A2RUB1	MEIOC
B3KU38	IQCJ-SCHIP1
Q1W4C9	SPINK13
Q6UXV1	IZUMO2
Q5VZ72	IZUMO3
Q9H910	JPT2
Q92628	KIAA0232
O94854	KIAA0754
Q8IV33	KIAA0825
Q9UPP5	KIAA1107
Q6ZU35	KIAA1211
Q6NV74	KIAA1211L
Q9ULG3	KIAA1257
Q9P206	KIAA1522
Q6ZVL6	KIAA1549L
Q96PY0	PSMG3-AS1
Q8N8K9	KIAA1958
A0A1B0GUY1	MARCOL
Q9H607	OCEL1
Q9BZK8	OCR1
A6NES4	MROH2A
Q8IXM7	ODF3L1
Q3SX64	ODF3L2
Q5TGP6	MROH9
B2RBV5	null
Q96H12	MSANTD3
Q1L6U9	MSMP
Q96KJ4	MSLNL
Q9UJG1	MOSPD1
Q5SWX8	ODR4
Q8IZS5	OFCC1
Q9BYG7	MRO
A0A075B6J9	IGLV2-18
Q8NDX9	LY6G5B
Q96JA4	MS4A14
A6NCF6	MAGEA13P
P57077	MAP3K7CL
Q5VSG8	MANEAL
Q8IX19	MCEMP1
A6NDR6	MEIS3P1
A8K0S8	MEIS3P2
Q9BTT4	MED10
Q9BUU2	METTL22
Q8N912	NRAC
Q8NBP5	MFSD9
Q9NSY0	NRBP2
Q8IWE2	FAM114A1
Q969Y0	NXPE3
Q8NGX3	OR10T2
Q8NGI7	OR10V1
Q8NGF6	OR10W1
Q8NGC1	OR11G2
Q8NGC7	OR11H6
Q8NGX0	OR11L1
P0DN82	OR12D1
Q8NGS6	OR13C3
P0DN81	OR13C7
Q8NGV5	OR13D1
A4D2G3	OR2A25
Q8NHA4	OR2AE1
Q9H205	OR2AG1
Q8NGZ0	OR2AJ1
P0DKB6	MPC1L
Q8NH70	OR4A16
A6NHA9	OR4C46
Q9H340	OR51B6
Q8NGF3	OR51D1
Q8NGK1	OR51G1
Q8NGK0	OR51G2
Q9H342	OR51J1
Q8NGJ5	OR51L1
Q8NGJ9	OR51T1
Q9H2C5	OR52A5
Q8NGF0	OR52B6
Q8NGJ3	OR52E1
Q8NGK4	OR52K1
Q8NGH7	OR52L1
Q8NGK5	OR52M1
Q8NGI2	OR52N4
Q8NH57	OR52P1P
Q8NH76	OR56B4
Q9NZP5	OR5AC2
Q8NH90	OR5AK2
Q8NGI8	OR5AN1
Q8NGF4	OR5AP2
Q8NGP9	OR5AR1
Q2M3A8	MRGPRG-AS1
Q9NPH6	OBP2B
Q96LU7	MYRFL
Q8N1F1	LRRC75A-AS1
P0DN25	C1GALT1C1L
Q8TD86	CALML6
Q53S99	C2orf83
Q6ZV80	C2orf91
A0A1B0GVN3	C2orf92
Q569K6	CCDC157
A0A096LP49	CCDC187
Q96M95	CCDC42
Q8WUD4	CCDC12
Q96ER9	CCDC51
Q567U6	CCDC93
Q6ZRK6	CCDC73
Q6ZN84	CCDC81
Q5XKL5	BTBD8
A8MVZ5	BTNL10
O75973	C1QL1
Q9BXJ5	C1QTNF2
Q96MC9	C1orf147
Q5T0J3	C1orf220
Q5VU97	CACHD1
Q6TDU7	CASC1
Q8NAP1	CASTOR3
Q9BXY5	CAPS2
P0DPF5	C2orf27A
Q13166	CATR1
Q3KRA6	C2orf76
Q96KX2	CAPZA3
Q075Z2	BSPH1
Q2TBE0	CWF19L2
Q96MC4	CEP295NL
Q6ZSJ8	C1orf122
Q96GE6	CALML4
Q86XJ0	CALHM3
Q5JW98	CALHM4
Q5R3K3	CALHM6
Q8N5S3	C2orf73
Q7Z7H3	CATIP
H7C350	CCDC188
A1A4V9	CCDC189
Q15834	CCDC85B
Q8NFR7	CCDC148
Q3SXR2	C3orf36
A1A4F0	PQLC2L
Q8N813	C3orf56
P0C221	CCDC175
Q8N998	CCDC89
P62955	CACNG7
Q2M329	CCDC96
Q8N8Q1	CYB561D1
Q6ZMU1	C3P1
Q96LT6	C1orf74
Q8NEQ5	C1orf162
Q5TEV5	C1orf134
